farmer_id,name,phone,village,district,lat,lon,language_pref
343,Nanasaheb Pawar,9381702872,Kavathe,Ahmednagar,19.1386,74.7103,mr
344,Ramkrishna Wankhede,9110817680,Biloli,Dhule,21.0243,74.7101,mr
345,Tukaram Kadam,9797681803,Kagal,Dhule,20.8311,74.8009,mr
346,Bhaskar Kale,9115987642,Dindori,Nashik,20.1662,74.4455,mr
347,Eknath Dhage,9942863348,Vathar,Pune,18.3703,73.9243,mr
348,Dipak Tiwari,9536821541,Supa,Nashik,20.1602,74.1838,mr
349,Sunita Khade,9612551634,Kamptee,Dhule,20.8273,74.7147,mr
350,Eknath Bhosale,9139826960,Patur,Nanded,19.0246,77.2472,mr
351,Rekha Chaudhari,9885342812,Patur,Nashik,20.1942,74.2461,mr
352,Machhindra Wagh,9804945245,Biloli,Nagpur,21.2264,78.9433,hi
353,Pandurang More,9712597635,Chopda,Aurangabad,19.9107,74.6774,mr
354,Madhukar Salunkhe,9632584142,Chopda,Solapur,17.5785,75.9258,mr
355,Tukaram Pawar,9337901747,Niphad,Pune,18.514,73.8838,mr
356,Ganesh Kale,9465213662,Nanaj,Nashik,20.2684,74.4382,mr
357,Ganesh Bagul,9783943993,Kalmeshwar,Pune,18.3858,73.7353,mr
358,Mangesh Shinde,9901006202,Yeola,Sangli,16.9205,74.6597,mr
359,Dnyaneshwar Mhaske,9194894723,Vathar,Pune,18.5515,73.8355,mr
360,Shankar Mhaske,9328904306,Chandwad,Satara,17.6423,73.8787,mr
361,Mangesh More,9982977044,Nilanga,Nagpur,21.1997,79.175,hi
362,Dattatray Kadam,9914790386,Shrirampur,Nagpur,21.2536,79.2347,hi
363,Sunita Khade,9629224365,Karad,Pune,18.5375,73.7253,mr
364,Sachin Mhaske,9904353636,Miraj,Kolhapur,16.8156,74.3097,mr
365,Somnath Meshram,9444770368,Pimpalgaon,Nagpur,21.2107,79.0265,hi
366,Gorakh Bhalerao,9226038180,Supa,Pune,18.5707,73.9009,mr
367,Madhukar Gaikwad,9717815376,Niphad,Nanded,19.2694,77.2696,mr
368,Shekhar Khairnar,9567088681,Rahuri,Solapur,17.5297,76.0368,mr
369,Bhaskar Bhalerao,9543258449,Kavathe,Jalgaon,21.0316,75.4821,hi
370,Devendra Kale,9776330355,Kamptee,Solapur,17.6129,75.8382,mr
371,Rekha Meshram,9727830253,Kalwan,Nanded,19.1764,77.3515,mr
372,Bhaskar Khairnar,9836095322,Pargaon,Nagpur,21.2818,79.0164,hi
373,Eknath Bhalerao,9679793641,Badnapur,Pune,18.5416,73.8117,mr
374,Kailas Chavan,9302755584,Kamptee,Latur,18.3855,76.7026,mr
375,Eknath Deore,9869099373,Miraj,Kolhapur,16.7713,74.2253,mr
376,Shekhar Patil,9564204392,Biloli,Nanded,19.0776,77.4256,mr
377,Dnyaneshwar Tiwari,9586010851,Biloli,Pune,18.4503,73.7913,mr
378,Hiralal Gaikwad,9355109231,Miraj,Pune,18.4833,73.7635,mr
379,Tukaram Kshirsagar,9646441305,Hatkanangale,Amravati,20.9972,77.6514,hi
380,Omprakash Kale,9435759359,Ashta,Ahmednagar,19.1115,74.6117,mr
381,Hiralal Shinde,9747647280,Hatkanangale,Aurangabad,20.0558,74.8658,mr
382,Dipak Kshirsagar,9790411694,Tempale,Ahmednagar,19.1959,74.6035,mr
383,Machhindra Chavan,9608923467,Vathar,Satara,17.6578,73.9977,mr
384,Sunil Bhoir,9273396927,Wadgaon,Jalgaon,20.9805,75.5597,hi
385,Vandana Sonawane,9184191667,Baramati,Nashik,20.1773,74.3212,mr
386,Kailas Nikam,9269173795,Ozar,Aurangabad,19.806,74.6283,mr
387,Ashok Sable,9494049248,Erandol,Pune,18.6159,73.8588,mr
388,Vijay Bagul,9527713129,Shrirampur,Akola,20.6064,77.0626,hi
389,Vilas Khade,9349965970,Nilanga,Dhule,20.9241,74.6288,mr
390,Tukaram Meshram,9501017233,Kalmeshwar,Kolhapur,16.8536,74.105,mr
391,Tukaram Khairnar,9423293093,Hatkanangale,Nagpur,21.0657,79.1737,hi
392,Sunita Thorat,9535347047,Miraj,Latur,18.5508,76.5585,mr
393,Pandurang Gholap,9302115817,Kagal,Nashik,20.2764,74.4139,mr
394,Rangnath Ingle,9387590352,Kavathe,Ahmednagar,19.0878,74.8505,mr
395,Prakash Bhalerao,9611847648,Chandur,Kolhapur,16.8187,74.2497,mr
396,Omprakash Dhage,9683699395,Kavathe,Jalgaon,20.8681,75.6875,hi
397,Vilas Deore,9246489526,Kagal,Pune,18.5686,73.7243,mr
398,Bhaskar Sonawane,9907970929,Chandwad,Nashik,20.0929,74.3117,mr
399,Nanasaheb Mhaske,9858446274,Patur,Nashik,20.2124,74.2422,mr
400,Vilas Deshmukh,9899130606,Partur,Aurangabad,19.7857,74.6507,mr
401,Ramkrishna Nikam,9228639178,Biloli,Sangli,16.7559,74.6677,mr
402,Rohit Khade,9153536953,Indapur,Pune,18.4312,73.8575,mr
403,Vilas More,9591416668,Karad,Sangli,16.9455,74.4826,mr
404,Shekhar Nikam,9450103873,Tempale,Sangli,16.8621,74.5078,mr
405,Dnyaneshwar Wankhede,9230361614,Ozar,Jalgaon,20.9219,75.6191,hi
406,Sunil Sonawane,9931861565,Chandwad,Pune,18.4099,73.9029,mr
407,Mangesh Patil,9241496422,Kagal,Ahmednagar,18.9518,74.638,mr
408,Rameshwar Gaikwad,9140886448,Sinnar,Nagpur,21.0282,79.2217,hi
409,Hiralal Aher,9211944323,Sakri,Jalna,19.8011,75.7431,mr
410,Sachin Kadam,9919005380,Kalmeshwar,Jalna,19.7708,75.8183,mr
411,Rekha Rathod,9774437563,Ashta,Pune,18.5625,73.8078,mr
412,Dnyaneshwar Dhage,9103626842,Kalmeshwar,Pune,18.456,73.873,mr
413,Dipak Shinde,9308199929,Chandwad,Nashik,20.0156,74.1831,mr
414,Omprakash Patil,9802701507,Badnapur,Dhule,20.9696,74.9064,mr
415,Rohit Bhalerao,9414077376,Hatkanangale,Nashik,20.1726,74.3626,mr
416,Tukaram Sable,9869523890,Niphad,Ahmednagar,19.2279,74.7923,mr
417,Balasaheb More,9392666005,Rahuri,Nashik,20.2047,74.4414,mr
418,Tukaram Aher,9501736254,Shikrapur,Sangli,16.8177,74.602,mr
419,Vijay Deshmukh,9284445654,Badnapur,Nagpur,21.1678,79.1893,hi
420,Mohan Tiwari,9619680397,Shikrapur,Pune,18.3787,73.8159,mr
421,Shyam More,9722249408,Hatkanangale,Nashik,20.133,74.3936,mr
422,Rangnath Rathod,9692996419,Rahuri,Pune,18.5612,73.9111,mr
423,Tukaram Khade,9518127173,Karad,Akola,20.6191,76.8704,hi
424,Eknath Mhaske,9551599322,Supa,Pune,18.3817,73.8704,mr
425,Shobha Bhalerao,9853794377,Yeola,Akola,20.6291,77.1363,hi
426,Sanjay Gholap,9921151001,Sinnar,Solapur,17.686,76.0246,mr
427,Vijay Chaudhari,9618398783,Pimpalgaon,Jalgaon,20.8868,75.55,hi
428,Nanasaheb Wagh,9800087874,Niphad,Nashik,20.2199,74.4617,mr
429,Sunil Bhoir,9926044213,Nilanga,Pune,18.4238,73.8052,mr
430,Bhaskar Chavan,9942762360,Ozar,Sangli,16.9103,74.7216,mr
431,Machhindra Wagh,9997437828,Ozar,Solapur,17.766,75.7696,mr
432,Shyam Jadhav,9106591326,Rahuri,Nashik,20.0304,74.3961,mr
433,Rangnath Chavan,9997132454,Nilanga,Jalgaon,21.1453,75.4375,hi
434,Sachin Bhalerao,9105891291,Karad,Sangli,16.9314,74.4414,mr
435,Sopan Sable,9357794714,Ozar,Latur,18.3766,76.5223,mr
436,Balasaheb Thorat,9499461120,Shrirampur,Nashik,20.0232,74.2791,mr
437,Rohit Chaudhari,9763021629,Kamptee,Nanded,19.1287,77.2778,mr
438,Rekha Dhage,9168067912,Chandwad,Latur,18.3537,76.6523,mr
439,Pandurang Wagh,9415111572,Pimpalgaon,Nagpur,21.2808,79.189,hi
440,Ramkrishna Gholap,9929509797,Ausa,Solapur,17.7721,75.9652,mr
441,Omprakash Dhage,9646067232,Baramati,Pune,18.4244,73.9733,mr
442,Eknath Sharma,9964637154,Hatkanangale,Jalgaon,21.1201,75.5813,hi
443,Omprakash Kale,9863137332,Indapur,Pune,18.5035,73.743,mr
444,Sopan Gaikwad,9170050756,Baramati,Jalna,19.7367,75.7534,mr
445,Vandana Gaikwad,9419291658,Kurkumbh,Nashik,20.1756,74.2271,mr
446,Mangesh Wable,9849727394,Kamptee,Sangli,16.8899,74.5115,mr
447,Rekha Chavan,9589206912,Nilanga,Kolhapur,16.6567,74.2355,mr
448,Vandana Bhalerao,9501694924,Biloli,Nanded,19.0046,77.4686,mr
449,Rohit More,9752731734,Sinnar,Solapur,17.6404,76.0303,mr
450,Sunil Patil,9931262910,Barshitakli,Solapur,17.5316,75.859,mr
451,Ramesh Khairnar,9169910340,Vathar,Solapur,17.767,75.8139,mr
452,Ashok Gaikwad,9143578288,Niphad,Pune,18.458,73.9483,mr
453,Sopan Deshmukh,9791072512,Indapur,Dhule,20.9433,74.9229,mr
454,Nanasaheb Thorat,9406197839,Chopda,Pune,18.3925,73.9503,mr
455,Kailas Dhage,9519239287,Kavathe,Nashik,20.1537,74.2245,mr
456,Ramkrishna Sable,9718861525,Ausa,Nagpur,21.2235,79.0114,hi
457,Rohit More,9890569485,Kamptee,Nagpur,21.2697,79.2004,hi
458,Ramesh Ingle,9882705414,Kurkumbh,Pune,18.4928,73.9029,mr
459,Balasaheb Ingle,9635607795,Kalwan,Nanded,19.2457,77.4307,mr
460,Mangesh Kadam,9943558228,Erandol,Pune,18.4681,73.842,mr
461,Ashok Gholap,9374384249,Chandwad,Pune,18.399,73.7409,mr
462,Balasaheb Wankhede,9550928037,Ashta,Sangli,16.7717,74.5671,mr
463,Shobha Salunkhe,9388283580,Partur,Nanded,19.0636,77.3424,mr
464,Bhaskar Wagh,9932007378,Ashta,Pune,18.5635,73.9845,mr
465,Vandana Meshram,9869136336,Tempale,Sangli,16.8581,74.474,mr
466,Somnath Deore,9489005377,Chandwad,Pune,18.5409,73.739,mr
467,Ganesh Pawar,9714527674,Deglur,Aurangabad,19.9642,74.8631,mr
468,Sanjay Sonawane,9690898889,Baramati,Ahmednagar,19.0722,74.8608,mr
469,Sopan Bhosale,9224174864,Dindori,Latur,18.496,76.4994,mr
470,Somnath Bhosale,9414583870,Ozar,Pune,18.3429,73.8052,mr
471,Devendra Khairnar,9274547207,Baramati,Dhule,21.0233,74.9208,mr
472,Tukaram Sable,9411591089,Nilanga,Jalgaon,20.9887,75.5368,hi
473,Madhukar Chaudhari,9882861473,Kalwan,Akola,20.7983,76.9699,hi
474,Sopan Sonawane,9498415818,Pimpalgaon,Akola,20.7993,76.9449,hi
475,Rangnath Patil,9903212629,Ausa,Ahmednagar,19.1089,74.6207,mr
476,Shekhar Thorat,9886231186,Ozar,Nanded,19.1149,77.3752,mr
477,Tukaram Jadhav,9128060479,Chandur,Nashik,20.1751,74.1778,mr
478,Ramkrishna Chavan,9312675986,Chandur,Jalna,19.7853,75.9812,mr
479,Bhaskar More,9622061033,Barshitakli,Jalna,19.9801,75.901,mr
480,Somnath Bhalerao,9556366040,Kagal,Nashik,20.0346,74.451,mr
481,Vijay Khairnar,9979221623,Barshitakli,Pune,18.3932,73.7642,mr
482,Rameshwar Bhoir,9310168273,Kalmeshwar,Pune,18.3545,73.8332,mr
483,Rekha Jadhav,9218079396,Erandol,Aurangabad,19.9808,74.8604,mr
484,Ashok Bhoir,9239461517,Karad,Ahmednagar,19.1579,74.6454,mr
485,Vandana Jadhav,9763374400,Niphad,Kolhapur,16.7336,74.3625,mr
486,Shekhar Meshram,9292533048,Kalwan,Pune,18.3963,73.8724,mr
487,Eknath Wankhede,9302437788,Kurkumbh,Nagpur,21.2504,79.1679,hi
488,Shankar Wagh,9747583529,Niphad,Solapur,17.7139,75.8577,mr
489,Shobha Wankhede,9663241858,Kagal,Pune,18.3393,73.9583,mr
490,Dattatray Kadam,9782962324,Biloli,Jalgaon,20.969,75.4316,hi
491,Sopan Gaikwad,9617844231,Ashta,Kolhapur,16.6624,74.1133,mr
492,Ramkrishna Wankhede,9471069887,Kurkumbh,Latur,18.2916,76.6388,mr
493,Hiralal Mhaske,9114758732,Pargaon,Latur,18.3674,76.6502,mr
494,Dattatray Chavan,9486726795,Ozar,Pune,18.4568,73.9687,mr
495,Mangesh Ingle,9287792923,Yeola,Solapur,17.7408,75.9006,mr
496,Shankar Rathod,9757028085,Tempale,Akola,20.6974,77.0203,hi
497,Sunil Gholap,9342435403,Miraj,Nanded,19.03,77.251,mr
498,Sopan Aher,9813084144,Biloli,Nanded,19.0787,77.2852,mr
499,Ramesh Sable,9442966374,Hatkanangale,Nashik,20.2526,74.2445,mr
500,Bhaskar Rathod,9315948916,Miraj,Aurangabad,19.8191,74.6965,mr
